Symbol,log2FC,log2RPM,p-value,FDR,Current Symbol,Current FBgn
Pde6,-0.219967037,7.996573487,0.201476133,0.407098051,Pde6,FBgn0038237
CG9356,0.302843018,4.599605862,0.201544875,0.407145886,CG9356,FBgn0037688
CG11771,-0.201531366,6.271905425,0.201724329,0.407417301,CG11771,FBgn0039252
Cad96Ca,0.218144369,5.496102917,0.201859449,0.407599075,Cad96Ca,FBgn0022800
CG6232,0.450641098,2.724379078,0.201954772,0.407615774,loh,FBgn0032252
unc-13-4A,0.358758278,3.813220672,0.201957959,0.407615774,unc-13-4A,FBgn0035756
CG32667,0.550820975,2.869426997,0.202012649,0.407635084,ssp7,FBgn0052667
CG8460,-0.332492841,4.040083505,0.202298377,0.408099459,CG8460,FBgn0031996
pn,-0.268648909,4.705983701,0.202333128,0.408099459,pn,FBgn0003116
CG12625,-0.577070592,1.802170515,0.202524651,0.408327768,CG44422,FBgn0265595
ex,-0.254231746,5.169188309,0.202545037,0.408327768,ex,FBgn0004583
CG17364,0.22045618,6.115838316,0.202581919,0.408327768,CG17364,FBgn0036391
Ski6,-0.522632496,2.332403112,0.202764623,0.408604864,Ski6,FBgn0032487
CG33098,0.873772501,1.084662719,0.202842884,0.408671412,CG33098,FBgn0053098
mRpS6,-0.334630734,3.97275776,0.203308759,0.409518691,mRpS6,FBgn0035534
Taf12,-0.203879884,5.78401769,0.203682223,0.410179491,Taf12,FBgn0011290
Chrac-16,0.438539765,2.903377006,0.203917343,0.410561462,Chrac-16,FBgn0043001
CG5281,0.386591166,4.256706859,0.203993291,0.410622859,CG5281,FBgn0037902
CG8281,0.329284414,4.303511755,0.204130378,0.41080727,CG8281,FBgn0035824
CG8679,0.336170051,3.916923504,0.20443625,0.411331199,CG8679,FBgn0032934
bgm,-0.204472855,8.688081838,0.204600115,0.411555786,bgm,FBgn0027348
cyc,0.240085244,5.401517687,0.204638985,0.411555786,cyc,FBgn0023094
CG11008,-0.340646183,3.910250487,0.204834692,0.411857691,CG42588,FBgn0260965
Act5C,0.196351762,9.809704284,0.205085279,0.412269785,Act5C,FBgn0000042
CG8247,-0.584956396,1.847881409,0.205218316,0.412445443,Spt,FBgn0033348
T3dh,0.51249591,2.70668292,0.205640351,0.41320172,T3dh,FBgn0017482
CG2540,0.272599973,4.601894567,0.205732297,0.413294545,CG2540,FBgn0030411
CG5181,0.344010406,4.789419632,0.205982033,0.41362823,CG5181,FBgn0031909
Pkc53E,-0.37497925,4.6556212,0.205989972,0.41362823,Pkc53E,FBgn0003091
CG33181,0.212263107,8.137243926,0.206191424,0.413940738,CG33181,FBgn0053181
CG3353,0.390248312,3.363064767,0.206277947,0.414022434,CG3353,FBgn0038869
CG8837,-1.007155357,1.515621918,0.206579738,0.414462081,CG8837,FBgn0031520
CG12772,0.220880521,5.324323998,0.206588748,0.414462081,CG12772,FBgn0030055
CG10632,0.217965709,5.432010513,0.206845328,0.4148847,sowah,FBgn0036302
CG4616,-0.410552852,3.30443234,0.207054046,0.415211154,FLASH,FBgn0033806
CG14812,0.296260989,4.431095813,0.207396984,0.415735335,CG14812,FBgn0026090
skd,-0.200687428,7.315395056,0.207407478,0.415735335,skd,FBgn0003415
thoc5,0.350031378,4.081284359,0.207493374,0.415815249,thoc5,FBgn0034939
Gr21a,0.348168736,5.147129914,0.207657986,0.416052838,Gr21a,FBgn0041250
CHIP,-0.22092975,5.524330597,0.20822903,0.417077036,CHIP,FBgn0027052
CG31650,-0.214640039,5.44975096,0.208261513,0.417077036,CG31650,FBgn0031673
chif,-0.195393896,6.393707558,0.208439357,0.417340681,chif,FBgn0000307
CG14542,-0.19974767,5.88650763,0.208517568,0.417404766,Vps2,FBgn0039402
CG9243,-0.268576035,5.215460102,0.208589496,0.417456249,"CG43345 , CG43346","FBgn0263050 , FBgn0263051"
CG12486,0.636964747,1.638274196,0.20884088,0.41786678,pHCl,FBgn0264908
CG15661,0.227647993,8.80550887,0.209044123,0.418109833,CG15661,FBgn0034605
CG11968,0.277269358,4.769674429,0.209054917,0.418109833,RagA-B,FBgn0037647
Lar,-0.213310263,7.024595171,0.209251408,0.41839697,Lar,FBgn0000464
CG31082,0.217558023,6.070269599,0.209291112,0.41839697,scrib,FBgn0263289
CG9778,0.25440424,4.794237446,0.209533844,0.418789546,Syt14,FBgn0261086
HLHm3,0.30321682,4.272733835,0.209738808,0.419106479,E(spl)m3-HLH,FBgn0002609
CG4586,-0.878773003,0.581995195,0.209901491,0.419210789,CG4586,FBgn0029924
Idgf4,-0.251017301,10.54969429,0.209911544,0.419210789,Idgf4,FBgn0026415
mRpL20,-0.337662092,3.968296417,0.20993022,0.419210789,mRpL20,FBgn0036335
CG8209,0.214403442,5.614356147,0.210182779,0.419622369,CG8209,FBgn0035830
bigmax,0.273849399,4.598560138,0.210295822,0.419755293,bigmax,FBgn0039509
CG9855,0.20559648,5.799071488,0.210572337,0.420194023,CG9855,FBgn0037242
CG8372,0.236393952,5.067357627,0.210610783,0.420194023,CG8372,FBgn0032000
Caf1,0.261414157,4.989326383,0.210655162,0.420194023,Caf1,FBgn0263979
CG9870,-0.664028203,1.20939932,0.210794346,0.420378835,CG9870,FBgn0031422
CG16863,0.405428761,3.186050042,0.211094944,0.420885395,CG16863,FBgn0028931
CG14082,0.305957163,4.114147688,0.211144371,0.420891052,CG14082,FBgn0036851
CG4538,-0.192277324,7.22744793,0.211291654,0.420896322,CG4538,FBgn0038745
CG16989,0.198160559,6.282101291,0.211317709,0.420896322,CG16989,FBgn0025621
CG7639,-0.256734301,4.891993985,0.211319055,0.420896322,CG7639,FBgn0033989
CG4203,0.326751035,3.840269226,0.211333376,0.420896322,CG4203,FBgn0038300
Osi8,-0.204818809,7.854889103,0.211519117,0.421173398,Osi8,FBgn0037415
TwdlG,-0.426503069,3.377658974,0.211755405,0.421550976,TwdlG,FBgn0037225
CG1463,-0.39628988,3.722527704,0.211836254,0.421619017,CG1463,FBgn0030406
scrib,0.18998285,7.868469187,0.211923438,0.421699635,scrib,FBgn0263289
CG7201,0.594151136,1.944547687,0.21198565,0.421730535,CG7201,FBgn0035865
w,-0.77459813,0.941640346,0.212096289,0.421857744,w,FBgn0003996
CG11221,0.520736466,2.501033616,0.212338949,0.422247428,CG11221,FBgn0031855
CG5285,0.447411046,2.903283576,0.212477105,0.422429174,CG5285,FBgn0038490
CG7720,0.182167963,6.978479904,0.212557318,0.422495668,CG7720,FBgn0038652
Egm,0.20636525,5.527896267,0.212611828,0.422511054,Egm,FBgn0086712
eIF2B-beta,0.22295941,5.421852792,0.213008222,0.423205691,eIF2B-beta,FBgn0024996
CG1105,0.210866253,5.641993229,0.213061233,0.423209765,CG1105,FBgn0037465
CG4133,0.199065818,6.216446597,0.213103965,0.423209765,CG4133,FBgn0031257
Mlp84B,0.489682286,6.065383762,0.213353552,0.423612305,Mlp84B,FBgn0014863
CG14223,0.463339937,2.916307976,0.213483536,0.42377725,CG14223,FBgn0031053
FucTA,-0.277955818,4.949738085,0.21365037,0.424015256,FucTA,FBgn0036485
Vps20,0.258358623,5.268180583,0.213896636,0.424410764,Vps20,FBgn0034744
CG9947,0.194796697,7.546595545,0.213994875,0.42451245,CG9947,FBgn0030752
CG5613,0.544262227,2.4994015,0.214258868,0.424942834,CG5613,FBgn0030839
CG6330,-0.207444878,6.61573509,0.214375897,0.424995509,CG6330,FBgn0039464
OstStt3,0.214579659,7.818061939,0.2143837,0.424995509,OstStt3,FBgn0011336
CG17922,-0.187904293,6.135514956,0.214426558,0.424995509,CngB,FBgn0266346
CG13876,0.494176061,2.799014392,0.214486056,0.425020187,CG13876,FBgn0035109
CG12077,0.667506372,1.693061614,0.214796379,0.425541773,PIG-C,FBgn0035435
Syx8,0.290248225,4.748223,0.214860829,0.425573273,Syx8,FBgn0036643
CG5199,-0.417230494,3.398587345,0.214937685,0.425573273,CG5199,FBgn0036994
Ipk1,-0.456509661,3.327627214,0.214953602,0.425573273,Ipk1,FBgn0050295
Su-H-,0.204873821,7.987943746,0.215096591,0.42576306,Su(H),FBgn0004837
CG12204,0.414793817,3.217638579,0.21516676,0.425808654,CG12204,FBgn0031022
CG8386,0.278232968,4.707430432,0.215368637,0.425913825,CG8386,FBgn0034061
CG4558,-0.326312528,4.140868494,0.215387324,0.425913825,CG4558,FBgn0029914
dlp,-0.343755867,3.688574915,0.215441908,0.425913825,dlp,FBgn0041604
CG15207,-0.308706219,4.310565333,0.215479903,0.425913825,CG43901,FBgn0264502
CG31195,-0.185312426,6.595255201,0.215491547,0.425913825,CG31195,FBgn0051195
Mf,0.592128788,6.156085444,0.215520364,0.425913825,Mf,FBgn0038294
levy,-0.201352774,8.994721027,0.215549924,0.425913825,levy,FBgn0034877
shrb,-0.182168901,7.028291454,0.215644958,0.42600843,shrb,FBgn0086656
CG12945,-0.227931062,5.233993175,0.216065871,0.426746628,CG12945,FBgn0037755
CG6020,0.191561065,8.940496808,0.216176616,0.426872033,CG6020,FBgn0037001
CG2022,0.733490813,1.058329409,0.21655285,0.427521513,CG2022,FBgn0037292
CG12897,-0.518540838,2.321953738,0.216721018,0.427760035,CG42732,FBgn0261698
Samuel,0.302395771,4.150877968,0.21684138,0.427893752,Samuel,FBgn0032330
nemy,-0.429963704,3.071572352,0.216883495,0.427893752,CG42708,FBgn0261625
CG12163,0.230735921,8.026887463,0.216955634,0.427942619,CG12163,FBgn0260462
CG11412,-0.186979954,6.099725646,0.217033631,0.428003018,CG11412,FBgn0024362
CG4468,0.639977582,2.082937208,0.217247697,0.428331665,Xport,FBgn0038749
CG5463,-0.374581425,3.649531289,0.217392925,0.428524478,CG5463,FBgn0039153
CG32132,-0.296199551,4.789818413,0.217710559,0.429056978,dysc,FBgn0264006
jim,0.216844816,6.525759479,0.217846387,0.429223882,jim,FBgn0027339
CG13373,-0.408227709,3.174269797,0.217890273,0.429223882,CG13373,FBgn0029522
CG1753,-0.200438596,6.016054016,0.218388133,0.430110834,Cbs,FBgn0031148
CG18540,1.181958698,0.640758399,0.218549968,0.430320119,CG18540,FBgn0034326
tth,0.203737861,6.212850056,0.218589664,0.430320119,tth,FBgn0030502
CG7461,0.193657409,7.420493178,0.218654435,0.430353848,CG7461,FBgn0034432
CG10623,0.268006431,4.669887985,0.218803234,0.430552912,CG10623,FBgn0032727
CG9318,-0.194093029,7.243213285,0.219021039,0.430887644,CG9318,FBgn0032880
rad50,-0.25580761,5.086190495,0.219115365,0.430979361,rad50,FBgn0034728
dwg,0.311165416,4.474104146,0.21919082,0.431033929,dwg,FBgn0000520
CG5455,-0.196939855,7.684357044,0.219545873,0.431638175,CG5455,FBgn0039430
cer,0.294589573,4.992616349,0.219863665,0.432168918,cer,FBgn0034443
CG14980,0.278908317,4.660108342,0.22007737,0.432437876,Ccz1,FBgn0035470
CG16965,-1.13202206,0.851133222,0.220120018,0.432437876,CG16965,FBgn0032387
CG18428,-0.289005675,4.305835221,0.220144099,0.432437876,CG18428,FBgn0039149
btd,0.273805,5.252264466,0.220207924,0.432469214,btd,FBgn0000233
CG9526,-0.185243984,6.88484717,0.220264491,0.432486289,frj,FBgn0031815
CG10053,0.41194717,2.782718709,0.220588492,0.433028344,CG10053,FBgn0037490
Acon,0.201541156,9.952559484,0.22071453,0.433181634,Acon,FBgn0010100
slp1,0.234330697,5.302344444,0.220949497,0.43345674,slp1,FBgn0003430
CG11210,0.207244448,6.257861719,0.220950663,0.43345674,CG11210,FBgn0033259
asl,-0.478473136,2.488559452,0.221233479,0.433917336,asl,FBgn0261004
sd,0.189148942,6.064256767,0.221354374,0.434060216,sd,FBgn0003345
CG34406,-0.534089461,2.165549579,0.221414236,0.434083379,"CG44002 , CR44003","FBgn0264744 , FBgn0264745"
CG1951,0.218548655,5.362046828,0.221492031,0.434106577,CG1951,FBgn0039623
Gnf1,-0.250909228,4.932263813,0.221541642,0.434106577,Gnf1,FBgn0004913
l-2-37Cb,0.322739848,4.177249589,0.221570227,0.434106577,l(2)37Cb,FBgn0086444
CG14709,0.236996781,6.20803821,0.221670857,0.434209566,Mrp4,FBgn0263316
CG7326,-0.359228109,3.786725412,0.221833528,0.434434011,CG7326,FBgn0030970
CG7397,-0.331067991,4.018938907,0.222099002,0.434859642,CG43102,FBgn0262562
mRpL16,0.233179462,4.957712255,0.222438785,0.435430549,mRpL16,FBgn0023519
Slu7,0.251725996,4.919554304,0.222562869,0.435579065,Slu7,FBgn0039626
CG4101,-0.300076301,4.498863551,0.222854577,0.436055502,CG4101,FBgn0025558
CG5445,-0.195421004,6.064981579,0.222987691,0.436221481,CG5445,FBgn0030838
car,-0.250257181,4.880665215,0.22313381,0.436412826,car,FBgn0000257
CG31759,-0.591486903,1.536555937,0.22341944,0.436876888,CG31759,FBgn0051759
CG14982,0.208678871,5.409271646,0.223647102,0.437227423,CG14982,FBgn0035477
CG6769,0.256747352,4.984369663,0.223894369,0.437616124,CG6769,FBgn0030878
CG1907,0.195864907,7.200719232,0.223951494,0.437633094,CG1907,FBgn0039674
nrv1,-0.187419758,7.616970505,0.224045079,0.43772129,nrv1,FBgn0015776
Sap-r,0.199371245,10.12627721,0.224170647,0.437795066,Sap-r,FBgn0000416
CG9302,0.270751431,4.670593828,0.224179762,0.437795066,CG9302,FBgn0032514
CG42270,-0.198759531,7.54452777,0.224296228,0.437927843,CG42684,FBgn0261570
CG10165,-0.322856617,3.945432521,0.224504307,0.438167607,CG10165,FBgn0032801
CG8632,-0.208824226,5.989054749,0.224544704,0.438167607,ZnT49B,FBgn0033762
nkd,0.255070164,4.834509422,0.224564536,0.438167607,nkd,FBgn0002945
RluA-1,0.311907154,4.511960966,0.224909373,0.438745687,RluA-1,FBgn0051719
Taf1,0.178769574,6.752096193,0.225137882,0.439096637,Taf1,FBgn0010355
CG11368,0.828215094,4.224492215,0.22527847,0.439275998,CG11368,FBgn0040923
PP2A-B-,-0.184395035,7.952955424,0.225595211,0.439798691,PP2A-B',FBgn0042693
Pk61C,-0.194323411,7.494971812,0.225867164,0.440224535,Pdk1,FBgn0020386
mRpS28,-0.313662406,3.924059455,0.225911107,0.440224535,mRpS28,FBgn0034361
CG6509,0.186352725,7.333067636,0.226574935,0.441353774,CG6509,FBgn0032363
CG1486,0.17764497,6.863086486,0.226622693,0.441353774,CG1486,FBgn0031174
Pcf11,0.198793287,7.634652313,0.226649494,0.441353774,Inr-a,FBgn0264962
CG6406,-0.21106703,5.439682113,0.226705306,0.441353774,CG6406,FBgn0034269
CG4511,0.198703402,5.940574513,0.226734875,0.441353774,CG4511,FBgn0037843
pncr008-3L,0.797855548,1.130686712,0.227325384,0.442290183,pncr008:3L,FBgn0047000
CG13428,1.22215123,4.847177289,0.227350174,0.442290183,CG13428,FBgn0034515
CG13827,0.427785789,2.768117502,0.227362808,0.442290183,CG13827,FBgn0039068
CG4496,-0.436892511,3.168522591,0.227417773,0.442301865,CG4496,FBgn0031894
CG9839,0.345049098,3.854936524,0.22762735,0.442614181,CG9839,FBgn0037633
toc,-0.190328282,7.735683257,0.227882033,0.443014049,toc,FBgn0015600
mus304,-0.473695889,2.620131654,0.228063767,0.44324752,mus304,FBgn0002901
CG15817,-0.197700452,6.463279323,0.228100257,0.44324752,CG15817,FBgn0028476
CG9596,0.451879195,2.687667644,0.228190767,0.44332804,CG9596,FBgn0031832
FR,-0.349408892,3.826947108,0.22831523,0.443347871,FMRFaR,FBgn0035385
CG4686,0.285239126,5.013720446,0.228367332,0.443347871,CG4686,FBgn0038739
CG8519,-1.177791336,0.136328445,0.228368475,0.443347871,CG8519,FBgn0035711
CG13376,0.773317268,0.71720609,0.228397276,0.443347871,CG13376,FBgn0029518
CG4389,0.197070758,7.551225117,0.228886759,0.444049383,Mtpalpha,FBgn0028479
Mef2,-0.195425791,7.120983052,0.2288935,0.444049383,Mef2,FBgn0011656
CG18787,0.657239542,1.03691572,0.22890613,0.444049383,CG18787,FBgn0042125
CG5690,-0.44268215,2.857276484,0.229405742,0.444923029,Cnb,FBgn0035295
CG10069,0.263516226,4.656464874,0.229551435,0.445028933,MFS16,FBgn0034611
CG15814,0.178973758,6.396129915,0.229558869,0.445028933,CG15814,FBgn0030873
Nf1,-0.202294981,6.668238766,0.22967184,0.445152415,Nf1,FBgn0015269
Papss,0.241716273,5.048725382,0.229874718,0.445450064,Papss,FBgn0020389
CG14321,0.376260383,3.376901992,0.230035305,0.445590319,CG14321,FBgn0038540
CG15251,0.81230807,1.372759498,0.230045744,0.445590319,CG43386,FBgn0263216
CG12003,0.64730191,1.452441186,0.230349019,0.446082109,CG12003,FBgn0035234
CG7054,0.187995755,6.210149969,0.23040449,0.446093906,CG7054,FBgn0038972
CG2972,0.253917226,4.56127591,0.231217998,0.447573043,CG2972,FBgn0030177
Hsp26,-0.438420884,3.289883136,0.231423068,0.447874035,Hsp26,FBgn0001225
CG6015,0.208723333,5.501269218,0.231961384,0.448819692,CG6015,FBgn0038927
pUf68,0.205515204,7.752232276,0.232086667,0.448965941,pUf68,FBgn0028577
pkaap,0.196242123,5.776524523,0.232438699,0.449550675,pkaap,FBgn0040079
CG14216,0.206654997,5.346903028,0.232572278,0.449663048,Ssu72,FBgn0031054
CG6610,0.467742038,3.024153651,0.23262181,0.449663048,CG6610,FBgn0035675
jet,0.356625384,4.079344477,0.23266228,0.449663048,jet,FBgn0031652
CG30044,-0.18384351,7.825255457,0.232732983,0.449663048,s-cup,FBgn0050044
CG5110,0.281160617,4.165080349,0.232745673,0.449663048,CG5110,FBgn0032642
sbb,-0.184711895,7.378110933,0.232986669,0.450032408,sbb,FBgn0010575
CG17712,0.277690315,4.339746467,0.233096666,0.450148627,CG17712,FBgn0027597
Met,0.259098547,4.879990301,0.233229011,0.450219184,Met,FBgn0002723
Nhe2,-0.182108441,6.914432327,0.233232874,0.450219184,Nhe2,FBgn0040297
CanA1,0.917765545,0.798025376,0.233339425,0.45032864,CanA1,FBgn0010015
CG32164,-0.357849492,3.486161094,0.23345258,0.450450792,CG32164,FBgn0042177
FK506-bp1,0.276760886,4.510359332,0.233572364,0.45058568,FK506-bp1,FBgn0013269
mRpS34,0.318500222,4.03541527,0.233631548,0.450603631,mRpS34,FBgn0260460
CG6915,0.276938895,4.63708704,0.233696137,0.4506158,CG43163,FBgn0262719
CG31374,0.625708305,3.234109358,0.23374202,0.4506158,sals,FBgn0051374
nonA-l,-0.230327111,5.326604636,0.233787498,0.4506158,nonA-l,FBgn0015520
CG34122,-0.574436015,1.838420973,0.233899136,0.450734811,plx,FBgn0261261
SamDC,-0.264816389,4.585691344,0.23419458,0.451207898,SamDC,FBgn0019932
wek,0.376881661,3.417625191,0.23440579,0.451486466,wek,FBgn0001990
CSN8,-0.345418665,3.517725254,0.23443912,0.451486466,CSN8,FBgn0261437
CG8306,0.191883746,8.640906021,0.23475133,0.451991371,CG8306,FBgn0034142
CG15385,0.179164562,6.28100713,0.235163248,0.452670964,CG15385,FBgn0031397
CG9779,-0.190373334,6.141898018,0.235204506,0.452670964,Vps24,FBgn0037231
CG3267,0.276798302,4.305039975,0.235496967,0.453137295,CG3267,FBgn0042083
yemalpha,0.282578968,4.267017534,0.235772673,0.453571195,yem,FBgn0005596
CG14040,0.303119734,3.983302064,0.235860809,0.453644145,CG14040,FBgn0031676
CG14005,-0.332866919,3.852174293,0.235972825,0.453686032,CG14005,FBgn0031739
Rpb11,-0.346145762,3.726975554,0.235987867,0.453686032,Rpb11,FBgn0032634
CG8408,-0.198905651,6.265966843,0.236033247,0.453686032,stas,FBgn0030850
CG5857,0.316972581,4.045181147,0.236118957,0.453754235,Ndc1,FBgn0039125
CG14481,-0.675601611,1.008583625,0.236261362,0.453931336,"CG42561 , CG42562","FBgn0260763 , FBgn0260764"
CG6227,0.222318039,5.260546362,0.236389019,0.454080034,CG6227,FBgn0030631
Gal,0.405928111,3.897130567,0.236818386,0.454628011,Gal,FBgn0001089
CG13999,-0.45158151,2.898412665,0.236888592,0.454628011,CG13999,FBgn0031753
Gli,-0.206382232,7.008228679,0.236952798,0.454628011,Gli,FBgn0001987
CG31633,-0.277977752,4.26789448,0.23696864,0.454628011,CG31633,FBgn0051633
CG7656,0.216983845,5.229674323,0.237003223,0.454628011,CG7656,FBgn0036516
CG11226,-0.747972332,0.823126273,0.237064875,0.454628011,CG11226,FBgn0037195
PNUTS,-0.214533115,7.99218613,0.237072863,0.454628011,PNUTS,FBgn0053526
CG9328,0.288714347,4.525150803,0.237076883,0.454628011,CG9328,FBgn0032886
CG9368,-0.292525161,4.029621631,0.237136287,0.454645419,CG9368,FBgn0036890
CG4666,0.679004642,1.165932439,0.237385939,0.454977613,CG4666,FBgn0029838
CG30022,0.213516448,6.30039478,0.23741028,0.454977613,CG30022,FBgn0050022
CG7506,-0.30937717,4.241125214,0.237577976,0.455202426,CG7506,FBgn0035805
flfl,-0.187403133,7.370275313,0.238429851,0.456657389,flfl,FBgn0024555
CG42237,0.201965439,6.647742791,0.238438444,0.456657389,CG42237,FBgn0250862
CG15431,0.439115659,2.637824443,0.23856644,0.456805684,CG15431,FBgn0031602
Hr96,0.181955652,6.258389621,0.238898763,0.457345078,Hr96,FBgn0015240
CG13933,0.187753008,6.257693751,0.238959733,0.457364878,CG13933,FBgn0035270
CG33155,-0.593979946,1.844837563,0.239160586,0.457652348,CG33155,FBgn0053155
ken,-0.202535008,5.826891696,0.239322202,0.457864628,ken,FBgn0011236
CG18744,-0.791973649,0.987731253,0.239392638,0.457902413,CG18744,FBgn0042101
CG7866,0.251762898,5.053247664,0.239524359,0.457980484,"CG42557 , CG42558","FBgn0260759 , FBgn0260760"
ARP-like,0.18812037,5.864329161,0.239534845,0.457980484,Manf,FBgn0027095
U2af50,0.178863666,6.268426856,0.239652419,0.458108327,U2af50,FBgn0005411
Suv4-20,-0.1840575,7.192587075,0.239770694,0.458237456,Hmt4-20,FBgn0025639
CG13125,-0.442283427,3.467167954,0.240235333,0.458958803,TbCMF46,FBgn0032163
CG7131,-0.522350866,2.341862648,0.240249743,0.458958803,CG7131,FBgn0038598
serp,0.468745714,2.763872392,0.240447194,0.459238891,serp,FBgn0260653
CG5447,0.278156134,4.365819134,0.240733894,0.459689282,CG5447,FBgn0039427
pan,-0.246140569,6.279699156,0.241328649,0.460727603,pan,FBgn0085432
CG15470,0.727140807,0.870853602,0.241401389,0.460744385,CG42594,FBgn0260971
ppk14,-0.627171199,1.246455607,0.241439442,0.460744385,ppk14,FBgn0031803
CG1234,-0.313566625,3.849112105,0.241681976,0.461109814,CG1234,FBgn0037489
mRpL33,-0.364699813,3.648896413,0.241867012,0.461365411,mRpL33,FBgn0040907
GstE2,0.405054966,3.141024732,0.241973609,0.461471307,GstE2,FBgn0063498
CG14589,0.742744323,0.772713289,0.242276248,0.461950955,CG14589,FBgn0033063
CG7616,0.282098664,4.46671423,0.242456824,0.46219771,CG7616,FBgn0036142
CG10139,0.317324808,3.884866938,0.242627488,0.462363841,CG10139,FBgn0033951
CG11455,-0.173607547,6.886285051,0.242656315,0.462363841,CG11455,FBgn0031228
CCKLR-17D1,0.338541777,7.961177616,0.242697513,0.462363841,CCKLR-17D1,FBgn0259231
CG10741,0.229022978,5.06022084,0.242784322,0.462431703,Tgi,FBgn0036373
CG16908,-0.317309818,3.920509333,0.242877832,0.462512297,CG16908,FBgn0037741
CG4680,0.185001598,8.723034541,0.24345338,0.463510609,Grp,FBgn0036627
HisCl1,-0.447746863,2.834570511,0.243515696,0.463531563,HisCl1,FBgn0037950
sns,0.258265714,5.152276363,0.243577963,0.463552417,sns,FBgn0024189
CG11347,-0.180287821,8.894319205,0.243632499,0.463558551,DOR,FBgn0035542
CG14650,0.181521533,5.857343605,0.243824635,0.463826438,CG14650,FBgn0037252
scb,0.276731571,5.096097841,0.243980624,0.464025465,scb,FBgn0003328
Nmnat,-0.194575373,5.508494458,0.244061718,0.464032946,Nmnat,FBgn0039254
CG15216,-0.337842089,4.021137396,0.244087288,0.464032946,CG42748,FBgn0261802
CG32750,0.568420757,2.110108917,0.244299537,0.464213994,CG32750,FBgn0052750
CG12264,0.208881022,6.637608539,0.244383393,0.464213994,CG12264,FBgn0032393
gig,0.175502372,6.663458588,0.24438502,0.464213994,gig,FBgn0005198
CG8569,0.316745093,4.124813718,0.244388062,0.464213994,CG8569,FBgn0033752
DNApol-alpha180,0.540626412,2.054147154,0.244755763,0.464814707,DNApol-alpha180,FBgn0259113
CG3279,-0.329906023,3.756692471,0.244837478,0.464872169,Vti1,FBgn0260862
CG11920,-0.417033995,3.046278188,0.245198832,0.465393003,CG11920,FBgn0039274
CG10082,-0.194639117,7.48979727,0.245214821,0.465393003,CG10082,FBgn0034644
Fak56D,-0.181446223,6.573302018,0.24539211,0.465631657,Fak,FBgn0020440
CG6550,0.337020526,3.494696182,0.245561685,0.465653971,CG6550,FBgn0034214
drl,-0.41177037,3.009689516,0.245590252,0.465653971,drl,FBgn0015380
olf186-M,0.208959443,5.289741673,0.245600309,0.465653971,olf186-M,FBgn0015522
glu,-0.39419618,3.574714962,0.245643619,0.465653971,glu,FBgn0015391
CG10260,0.177348872,8.071066039,0.245661593,0.465653971,PI4KIIIalpha,FBgn0267350
CG7702,-0.528833085,1.78284899,0.245728356,0.465682813,CG7702,FBgn0038638
GlcAT-P,-0.176916507,6.890220977,0.245783657,0.465689924,GlcAT-P,FBgn0036144
sol,0.18210616,7.425234643,0.246098056,0.466187846,sol,FBgn0003464
Rapgap1,-0.185499077,7.58422165,0.246220712,0.466322413,RapGAP1,FBgn0264895
pigeon,-0.268786048,4.29278912,0.246312236,0.466397976,pigeon,FBgn0010309
CG6388,0.367592048,3.93382861,0.24644682,0.466555024,CG6388,FBgn0032430
Ndc80,-0.733247477,0.786759,0.246528488,0.466611851,Ndc80,FBgn0030500
RpI1,0.266171689,4.777835714,0.246706409,0.466850796,RpI1,FBgn0019938
sec3,-0.232051801,5.11179472,0.246969575,0.467250919,Sec3,FBgn0266669
CG6321,0.348334438,3.496901269,0.247127151,0.467451149,CG6321,FBgn0036117
CG9664,0.177426205,6.471188289,0.247180163,0.467453547,CG9664,FBgn0031515
CG13165,-0.342057869,3.364058163,0.247240246,0.467469314,CG42700,FBgn0261611
CG31674,-0.410743788,3.185390226,0.247445529,0.467717101,CG31674,FBgn0051674
noe,-0.21039922,8.531384682,0.247474844,0.467717101,noe,FBgn0026197
iotaTry,-0.898316328,0.554170997,0.247700499,0.468045662,iotaTry,FBgn0015001
CG14956,0.184850269,5.904570236,0.24791774,0.468358189,BtbVII,FBgn0263108
CG7009,0.292436158,4.045179449,0.248114093,0.468631134,CG7009,FBgn0038861
CG17904,0.227443548,5.094377104,0.248455168,0.469177255,CG17904,FBgn0032597
sip3,0.193180805,6.561331755,0.248556842,0.469271161,sip3,FBgn0039875
CG9684,-0.293262531,4.034859871,0.248855673,0.469737182,CG9684,FBgn0037583
CG1597,0.185691781,6.104175783,0.24906544,0.470034925,CG1597,FBgn0030289
grau,0.250740284,4.842289469,0.249120745,0.470041104,grau,FBgn0001133
CG9154,-0.343891329,3.29737716,0.249178597,0.470045725,CG9154,FBgn0031777
CG12081,0.2261703,5.003421196,0.249227255,0.470045725,CG12081,FBgn0030053
CG17598,0.177149213,6.161768371,0.249326588,0.470134918,CG17598,FBgn0031194
POSH,-0.257708544,4.560241518,0.249565219,0.470486685,POSH,FBgn0040294
CG12360,-0.192731412,5.833454455,0.249884613,0.470990527,CG12360,FBgn0038111
Crag,0.185757599,7.770373954,0.249945036,0.471006145,Crag,FBgn0025864
neur,-0.252067972,4.651324819,0.250078391,0.471132352,neur,FBgn0002932
Dsp1,-0.189484204,6.381056336,0.250116312,0.471132352,Dsp1,FBgn0011764
CG34106,-0.488071346,1.940251684,0.250289861,0.471360977,CG34106,FBgn0083942
